ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
261,6.2,0.24,0.35,Low,0.038,22.0,167.0,0.99-1.00,Acidic,0.48,10%,6.0
262,6.9,0.29,0.4,High,0.043,36.0,156.0,0.99-1.00,Highly Acidic,0.47,8%,5.0
263,6.9,0.32,0.26,,0.053,32.0,174.7,0.99-1.00,Acidic,0.51,9%,6.0
264,5.3,0.58,0.07,Low,0.043,34.0,149.0,0.99-1.00,Acidic,0.57,9%,5.0
265,5.3,0.585,0.07,Moderate,0.044,34.0,145.0,0.99-1.00,Acidic,0.57,9%,6.0
266,5.4,0.59,0.07,Moderate,0.045,36.0,147.0,0.99-1.00,Acidic,0.57,9%,6.0
267,6.9,0.32,0.26,Moderate,0.053,32.0,180.0,0.99-1.00,Acidic,0.51,9%,6.0
268,5.2,0.6,0.07,Moderate,0.044,33.0,147.0,0.99-1.00,Acidic,0.58,9%,5.0
269,5.8,0.25,0.26,High,0.051,44.0,148.0,0.99-1.00,Acidic,0.38,9%,5.0
270,6.6,0.58,0.3,Low,0.057,30.0,29.0,0.99-1.00,Acidic,0.38,9%,5.0
271,7.0,0.29,0.54,Moderate,0.046,59.0,234.0,0.99-1.00,Acidic,0.61,9%,5.0
272,6.6,0.19,0.41,Moderate,0.046,51.0,169.0,0.99-1.00,Acidic,0.57,9%,6.0
273,6.7,0.2,0.41,Moderate,0.044,50.0,166.0,0.99-1.00,Acidic,0.58,9%,6.0
274,7.7,0.26,0.4,Low,0.042,9.0,60.0,0.99-1.00,Highly Acidic,0.5,10%,5.0
275,6.8,0.32,0.34,,0.044,14.0,65.1,0.99-1.00,Acidic,0.47,10%,4.0
276,7.0,0.3,0.49,Low,0.036,17.0,105.0,0.99-1.00,Acidic,0.68,12%,7.0
277,7.0,0.24,0.36,Low,0.034,22.0,112.0,0.99-1.00,Acidic,0.38,12%,8.0
278,6.1,0.31,0.58,Low,0.039,36.0,114.0,0.99-1.00,Acidic,0.6,12%,8.0
279,6.8,0.44,0.37,Low,0.047,46.0,201.0,0.99-1.00,Acidic,0.65,10%,4.0
280,6.7,0.34,0.3,High,0.054,51.0,196.0,0.99-1.00,Acidic,0.49,9%,5.0
281,7.1,0.35,0.24,High,0.055,46.0,198.0,0.99-1.00,Acidic,0.49,8%,5.0
282,7.3,0.32,0.25,Moderate,0.056,47.0,180.0,0.99-1.00,Acidic,0.47,8%,5.0
283,6.5,0.28,0.33,High,0.053,51.0,190.0,0.99-1.00,Acidic,0.51,9%,6.0
284,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7.0
285,7.2,0.23,0.39,,0.058,49.0,188.3,0.99-1.00,Highly Acidic,0.48,9%,7.0
286,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7.0
287,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7.0
288,5.9,0.15,0.31,Low,0.041,53.0,155.0,0.99-1.00,Acidic,0.46,10%,6.0
289,7.4,0.28,0.42,High,0.066,53.0,195.0,>1.00,Highly Acidic,0.44,9%,5.0
290,6.2,0.28,0.22,Moderate,0.041,26.0,157.0,0.99-1.00,Acidic,0.64,9%,7.0
291,9.1,0.59,0.38,Low,0.066,34.0,182.0,0.99-1.00,Acidic,0.38,8%,3.0
292,7.2,0.19,0.46,Low,0.041,82.0,187.0,0.99-1.00,Acidic,0.6,11%,7.0
293,7.5,0.17,0.44,Moderate,0.046,65.0,146.0,0.99-1.00,Acidic,0.45,10%,6.0
294,6.7,0.17,0.5,Low,0.043,27.0,122.0,0.99-1.00,Acidic,0.45,10%,6.0
295,6.1,0.41,0.0,Low,0.063,36.0,87.0,0.99-1.00,Acidic,0.67,10%,6.0
296,8.3,0.2,0.35,Low,0.05,12.0,74.0,0.99-1.00,Acidic,0.38,10%,6.0
297,6.1,0.41,0.0,Low,0.063,36.0,87.0,0.99-1.00,Acidic,0.67,10%,6.0
298,6.0,0.29,0.21,Low,0.055,42.0,168.0,0.99-1.00,Acidic,0.43,11%,6.0
299,7.3,0.41,0.24,Low,0.057,41.0,163.0,0.99-1.00,Acidic,0.41,9%,6.0
300,7.3,0.41,0.24,Low,0.057,41.0,163.0,0.99-1.00,Acidic,0.41,9%,6.0
301,7.2,0.43,0.24,,0.058,40.0,163.0,0.99-1.00,Acidic,0.41,9%,5.0
302,7.3,0.4,0.24,Low,0.058,41.0,166.0,0.99-1.00,Acidic,0.41,9%,
303,6.2,0.33,0.27,Low,0.036,30.0,134.0,0.99-1.00,Acidic,0.42,10%,7.0
304,6.2,0.31,0.26,Low,0.037,36.0,148.0,0.99-1.00,Acidic,0.41,10%,6.0
305,6.1,0.36,0.27,Low,0.035,16.0,100.0,0.99-1.00,Acidic,0.71,11%,7.0
306,5.0,0.55,0.14,Moderate,0.032,35.0,164.0,0.99-1.00,Acidic,0.51,12%,8.0
307,7.8,0.25,0.41,Low,0.042,37.0,149.0,0.99-1.00,Acidic,0.45,10%,
308,5.8,0.34,0.21,Low,0.04,50.0,167.0,0.99-1.00,Acidic,0.62,10%,5.0
309,6.8,0.28,0.6,Low,0.132,42.0,127.0,0.99-1.00,Acidic,0.44,9%,6.0
310,6.8,0.25,0.34,Low,0.031,32.5,134.0,0.99-1.00,Acidic,0.38,10%,6.0
311,6.6,0.24,0.35,Moderate,0.031,36.0,135.0,0.99-1.00,Acidic,0.37,10%,5.0
312,5.9,0.3,0.47,Moderate,0.03,19.0,133.0,0.99-1.00,Acidic,0.43,11%,7.0
313,6.1,0.125,0.25,Low,0.04,10.0,69.0,0.99-1.00,Acidic,0.59,10%,6.0
314,6.0,0.1,0.24,Low,0.041,15.0,65.0,0.99-1.00,Acidic,0.61,10%,7.0
315,6.6,0.24,0.35,Moderate,0.031,36.0,135.0,0.99-1.00,Acidic,0.37,10%,5.0
316,6.8,0.25,0.34,Low,0.031,34.0,134.0,0.99-1.00,Acidic,0.38,10%,6.0
317,6.8,0.28,0.44,Moderate,0.031,35.0,137.0,0.99-1.00,Acidic,0.36,10%,6.0
318,8.3,0.41,0.51,Low,0.046,11.0,207.0,0.99-1.00,Acidic,0.55,11%,5.0
319,7.5,0.27,0.31,Low,0.057,131.0,313.0,0.99-1.00,Acidic,0.59,10%,5.0
320,7.9,0.26,0.41,High,0.04,38.0,216.0,0.99-1.00,Highly Acidic,0.6,10%,6.0
321,6.4,0.34,0.23,Low,0.039,37.0,143.0,0.99-1.00,Acidic,0.65,10%,6.0
322,6.5,0.28,0.35,High,0.042,55.0,195.0,0.99-1.00,Acidic,0.5,9%,6.0
323,7.2,0.21,0.41,,0.036,33.0,85.0,0.99-1.00,Acidic,0.51,10%,5.0
324,6.4,0.32,0.35,Low,0.03,34.0,101.0,0.99-1.00,Acidic,0.6,12%,
325,6.8,0.24,0.34,Low,0.032,37.0,135.0,0.99-1.00,Acidic,0.39,10%,5.0
326,6.3,0.23,0.3,Low,0.033,16.0,91.0,0.99-1.00,Acidic,0.4,11%,6.0
327,6.5,0.28,0.34,Moderate,0.038,30.0,133.0,0.99-1.00,Acidic,0.44,9%,
328,5.6,0.26,0.26,Low,0.031,12.0,80.0,0.99-1.00,Acidic,0.38,10%,5.0
329,6.3,0.23,0.3,Low,0.033,16.0,91.0,0.99-1.00,Acidic,0.4,11%,6.0
330,6.3,0.23,0.33,Low,0.036,15.0,105.0,0.99-1.00,Acidic,0.42,11%,6.0
331,5.8,0.27,0.27,Moderate,0.045,55.0,170.0,0.99-1.00,Acidic,0.42,9%,6.0
332,5.9,0.26,0.4,Low,0.048,12.0,139.0,0.99-1.00,Acidic,0.53,10%,5.0
333,6.6,0.18,0.35,Low,0.049,49.0,141.0,0.99-1.00,Acidic,0.85,10%,
334,7.4,0.2,0.43,Moderate,0.045,27.0,153.0,0.99-1.00,Acidic,0.55,9%,7.0
335,8.0,0.24,0.36,Low,0.047,16.2,129.0,0.99-1.00,Acidic,0.54,10%,6.0
336,6.4,0.26,0.42,Moderate,0.044,30.0,141.6,0.99-1.00,Acidic,0.47,9%,6.0
337,5.4,0.31,0.47,Low,0.053,46.0,144.0,0.99-1.00,Acidic,0.76,10%,5.0
338,5.4,0.29,0.47,Low,0.052,47.0,145.0,0.99-1.00,Acidic,0.75,10%,6.0
339,7.1,0.145,0.33,Low,0.05,33.0,131.0,0.99-1.00,Acidic,0.4,9%,6.0
340,5.6,0.34,0.1,Low,0.03,20.0,67.6,0.99-1.00,Acidic,0.51,11%,7.0
341,6.7,0.19,0.41,High,0.056,75.0,155.0,0.99-1.00,Acidic,0.44,8%,6.0
342,7.8,0.18,0.46,High,0.052,38.0,118.0,0.99-1.00,Acidic,0.5,10%,6.0
343,7.6,0.17,0.45,Moderate,0.054,56.0,137.0,0.99-1.00,Acidic,0.47,10%,5.0
344,6.3,0.12,0.36,Low,0.044,47.0,146.0,0.99-1.00,Acidic,0.74,11%,7.0
345,7.3,0.33,0.4,,0.038,32.0,138.0,0.99-1.00,Acidic,0.3,11%,7.0
346,5.5,0.335,0.3,Low,0.071,27.0,128.0,0.99-1.00,Acidic,0.51,9%,6.0
347,7.3,0.33,0.4,Low,0.038,32.0,138.0,0.99-1.00,Acidic,0.3,11%,7.0
348,5.8,0.4,0.42,Low,0.047,38.5,245.0,0.99-1.00,Acidic,0.57,9%,6.0
349,7.3,0.22,0.37,High,0.063,48.0,191.0,0.99-1.00,Highly Acidic,0.38,9%,6.0
350,7.3,0.22,0.37,High,0.063,48.0,191.5,0.99-1.00,Highly Acidic,0.38,9%,6.0
351,6.1,0.36,0.33,Low,0.05,24.0,169.0,0.99-1.00,Acidic,0.78,9%,6.0
352,10.0,0.2,0.39,Low,0.05,19.0,152.0,0.99-1.00,Acidic,0.42,10%,6.0
353,6.9,0.24,0.34,Low,0.04,43.0,161.0,0.99-1.00,Acidic,0.59,10%,6.0
354,6.4,0.24,0.32,High,0.047,54.0,162.0,0.99-1.00,Acidic,0.5,10%,6.0
355,7.1,0.365,0.14,Low,0.055,24.0,84.0,0.99-1.00,Acidic,0.43,8%,5.0
356,6.8,0.15,0.3,Low,0.05,40.0,127.0,0.99-1.00,Acidic,0.39,9%,6.0
357,7.3,0.22,0.37,High,0.063,48.0,191.0,0.99-1.00,Highly Acidic,0.38,9%,6.0
358,6.8,0.16,0.4,Low,0.037,18.0,102.0,0.99-1.00,Acidic,0.42,11%,7.0
359,6.0,0.26,0.32,Low,0.028,29.0,113.0,0.99-1.00,Acidic,0.71,12%,7.0
360,6.0,0.18,0.27,Low,0.089,40.0,143.0,0.99-1.00,Acidic,0.62,10%,6.0
361,6.9,0.33,0.21,Low,0.053,39.0,148.0,0.99-1.00,Acidic,0.45,9%,6.0
362,7.7,0.29,0.48,Low,0.047,36.0,178.0,0.99-1.00,Acidic,0.64,10%,6.0
363,7.1,0.39,0.35,Moderate,0.044,26.0,72.0,0.99-1.00,Acidic,0.29,11%,5.0
364,6.9,0.33,0.21,Low,0.053,39.0,148.0,0.99-1.00,Acidic,0.45,9%,6.0
365,7.7,0.29,0.48,Low,0.048,36.0,178.0,0.99-1.00,Acidic,0.64,10%,6.0
366,6.6,0.905,0.19,Low,0.048,17.0,204.0,0.99-1.00,Acidic,0.56,10%,5.0
367,7.2,0.27,0.27,Low,0.048,30.0,149.0,0.99-1.00,Acidic,0.51,9%,6.0
368,5.1,0.33,0.22,Low,0.026,18.0,89.0,<0.99,Acidic,0.38,12%,7.0
369,5.1,0.33,0.22,Low,0.027,18.0,89.0,<0.99,Acidic,0.38,12%,7.0
370,6.4,0.31,0.28,Low,0.037,12.0,119.0,0.99-1.00,Acidic,0.51,10%,7.0
371,7.3,0.2,0.44,Low,0.045,20.9,98.0,0.99-1.00,Acidic,0.46,10%,7.0
372,5.7,0.32,0.5,Low,0.049,17.0,155.0,0.99-1.00,Acidic,0.64,10%,6.0
373,6.4,0.31,0.28,Low,0.037,12.0,119.0,0.99-1.00,Acidic,0.51,10%,7.0
374,7.3,0.2,0.44,Low,0.045,21.0,98.0,0.99-1.00,Acidic,0.46,10%,7.0
375,7.2,0.28,0.26,Moderate,0.046,48.0,179.0,0.99-1.00,Acidic,0.52,9%,6.0
376,7.5,0.35,0.28,Moderate,0.051,26.0,157.0,0.99-1.00,Acidic,0.53,9%,6.0
377,7.2,0.27,0.27,Low,0.048,30.0,149.0,0.99-1.00,Acidic,0.51,9%,6.0
378,6.0,0.36,0.39,Low,0.027,20.0,119.5,0.99-1.00,Acidic,0.39,11%,7.0
379,5.1,0.33,0.22,Low,0.027,18.0,89.0,<0.99,Acidic,0.38,12%,7.0
380,5.0,0.17,0.56,Low,0.026,24.0,115.0,0.99-1.00,Acidic,0.39,10%,7.0
381,6.3,0.39,0.35,Low,0.04,82.5,253.9,0.99-1.00,Acidic,0.66,10%,5.0
382,6.7,0.21,0.32,Low,0.047,29.0,140.0,0.99-1.00,Acidic,0.46,9%,6.0
383,7.0,0.3,0.38,High,0.032,60.0,181.0,0.99-1.00,Acidic,0.61,9%,7.0
384,7.0,0.3,0.38,High,0.032,60.0,181.0,0.99-1.00,Acidic,0.61,9%,7.0
385,6.5,0.36,0.32,Low,0.031,13.0,66.0,0.99-1.00,Acidic,0.46,10%,5.0
386,6.1,0.55,0.15,Moderate,0.031,19.0,125.0,0.99-1.00,Acidic,0.47,10%,6.0
387,7.3,0.24,0.43,Low,0.021,20.0,69.0,0.99-1.00,Acidic,0.56,12%,6.0
388,6.8,0.37,0.51,,0.044,62.0,163.0,0.99-1.00,Acidic,0.44,8%,5.0
389,6.8,0.27,0.12,Low,0.04,87.0,168.0,0.99-1.00,Acidic,0.41,10%,5.0
390,8.2,0.28,0.42,Low,0.031,30.0,93.0,0.99-1.00,Acidic,0.39,11%,5.0
391,6.3,0.2,0.4,Low,0.037,35.0,107.0,0.99-1.00,Acidic,0.5,11%,6.0
392,5.9,0.26,0.27,High,0.048,52.0,168.0,0.99-1.00,Acidic,0.44,9%,5.0
393,6.4,0.19,0.42,Low,0.032,32.0,83.0,0.99-1.00,Acidic,0.41,11%,6.0
394,6.3,0.2,0.4,Low,0.037,35.0,112.0,0.99-1.00,Acidic,0.5,11%,6.0
395,6.8,0.37,0.51,Moderate,0.044,62.0,163.0,0.99-1.00,Acidic,0.44,8%,5.0
396,6.1,0.35,0.07,Low,0.069,22.0,108.0,0.99-1.00,Acidic,0.52,9%,5.0
397,7.1,0.27,0.31,High,0.046,57.7,252.0,>1.00,Acidic,0.56,8%,5.0
398,6.8,0.22,0.31,Low,0.035,33.0,170.0,0.99-1.00,Acidic,0.66,12%,
399,6.8,0.27,0.12,Low,0.04,87.0,85.0,0.99-1.00,Acidic,0.41,10%,5.0
400,5.8,0.28,0.34,Low,0.031,40.0,99.0,<0.99,Acidic,0.39,12%,7.0
401,6.9,0.49,0.24,Low,0.049,13.0,125.0,0.99-1.00,Acidic,0.51,9%,5.0
402,6.3,0.14,0.39,Low,0.044,26.0,116.0,0.99-1.00,Acidic,0.53,10%,6.0
403,8.2,0.28,0.42,Low,0.031,30.0,93.0,0.99-1.00,Acidic,0.39,11%,5.0
404,7.2,0.25,0.39,,0.038,42.0,155.0,0.99-1.00,Highly Acidic,0.47,9%,6.0
405,7.3,0.28,0.36,Moderate,0.04,38.0,140.0,0.99-1.00,Acidic,0.79,9%,6.0
406,7.2,0.19,0.39,Low,0.036,32.0,85.0,0.99-1.00,Acidic,0.5,10%,5.0
407,7.2,0.19,0.39,,0.036,32.0,81.7,0.99-1.00,Acidic,0.5,10%,5.0
408,7.2,0.25,0.39,High,0.038,42.0,155.0,0.99-1.00,Highly Acidic,0.47,9%,6.0
409,7.3,0.28,0.36,Moderate,0.04,38.0,140.0,0.99-1.00,Acidic,0.79,9%,6.0
410,7.4,0.21,0.27,Low,0.041,27.0,99.0,0.99-1.00,Acidic,0.33,9%,6.0
411,6.8,0.26,0.22,Moderate,0.047,57.0,210.0,0.99-1.00,Acidic,0.47,9%,5.0
412,7.4,0.21,0.27,Low,0.041,27.0,99.0,0.99-1.00,Acidic,0.33,9%,6.0
413,7.4,0.31,0.28,Low,0.05,33.0,137.0,0.99-1.00,Acidic,0.56,10%,6.0
414,7.0,0.22,0.31,Low,0.03,41.0,136.0,<0.99,Acidic,0.37,12%,7.0
415,7.0,0.21,0.28,Moderate,0.046,37.0,222.0,0.99-1.00,Acidic,0.54,10%,6.0
416,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6.0
417,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6.0
418,6.9,0.23,0.38,Moderate,0.047,47.0,162.0,0.99-1.00,Acidic,0.52,10%,7.0
419,7.0,0.21,0.28,Moderate,0.045,37.0,222.0,0.99-1.00,Acidic,0.54,10%,6.0
420,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6.0
421,6.8,0.29,0.5,High,0.053,48.0,194.0,0.99-1.00,Acidic,0.45,9%,5.0
422,7.8,0.21,0.27,Low,0.051,20.0,89.0,0.99-1.00,Acidic,0.46,9%,5.0
423,7.1,0.31,0.47,High,0.056,54.0,197.0,0.99-1.00,Acidic,0.49,9%,5.0
424,6.8,0.29,0.5,High,0.053,48.0,194.0,0.99-1.00,Acidic,0.45,9%,5.0
425,6.4,0.34,0.1,Low,0.048,19.0,84.0,0.99-1.00,Acidic,0.38,9%,5.0
426,7.4,0.155,0.34,Low,0.045,73.5,214.0,0.99-1.00,Acidic,0.61,9%,7.0
427,7.2,0.55,0.09,Low,0.108,15.6,151.0,0.99-1.00,Acidic,0.57,9%,
428,7.0,0.23,0.36,Moderate,0.028,31.0,104.0,0.99-1.00,Acidic,0.47,12%,8.0
429,6.9,0.2,0.37,Low,0.027,24.0,97.0,0.99-1.00,Acidic,0.49,12%,7.0
430,6.1,0.28,0.32,Low,0.042,23.0,218.5,0.99-1.00,Acidic,0.6,9%,5.0
431,6.6,0.16,0.32,,0.035,48.4,186.0,0.99-1.00,Acidic,0.64,12%,8.0
432,7.4,0.155,0.34,Low,0.045,73.5,214.0,0.99-1.00,Acidic,0.61,9%,7.0
433,6.2,0.35,0.04,Low,0.06,23.0,108.0,0.99-1.00,Acidic,0.54,9%,5.0
434,6.1,0.38,0.2,Low,0.033,25.0,137.0,0.99-1.00,Acidic,0.69,10%,6.0
435,6.0,0.25,0.28,Low,0.026,54.0,53.0,<0.99,Acidic,0.65,12%,8.0
436,6.6,0.52,0.44,Moderate,0.048,54.0,245.0,0.99-1.00,Acidic,0.54,9%,6.0
437,6.9,0.24,0.36,High,0.031,40.0,139.0,0.99-1.00,Acidic,0.33,11%,
438,7.1,0.32,0.32,Moderate,0.038,16.0,66.0,0.99-1.00,Acidic,0.4,11%,3.0
439,5.8,0.28,0.27,Low,0.054,30.0,156.0,0.99-1.00,Acidic,0.42,12%,5.0
440,6.5,0.41,0.24,High,0.048,24.0,113.0,0.99-1.00,Acidic,0.53,9%,6.0
441,6.5,0.41,0.24,High,0.048,24.0,113.0,0.99-1.00,Acidic,0.53,9%,6.0
442,6.4,0.28,0.29,Low,0.052,34.0,127.0,0.99-1.00,Acidic,0.56,10%,7.0
443,7.2,0.6,0.2,Moderate,0.07,21.0,174.0,0.99-1.00,Acidic,0.54,9%,5.0
444,6.1,0.2,0.25,Low,0.038,34.0,128.0,0.99-1.00,Acidic,0.44,10%,
445,5.9,0.46,0.14,Low,0.042,27.0,160.0,0.99-1.00,Acidic,0.51,10%,7.0
446,6.0,0.27,0.27,Low,0.046,32.0,113.0,0.99-1.00,Acidic,0.51,10%,7.0
447,6.4,0.28,0.29,Low,0.052,34.0,127.0,0.99-1.00,Acidic,0.56,10%,7.0
448,6.4,0.41,0.24,High,0.048,23.0,113.0,0.99-1.00,Acidic,0.53,9%,6.0
449,6.3,0.23,0.31,Low,0.022,11.0,82.0,<0.99,Acidic,0.4,12%,7.0
450,7.1,0.21,0.27,Moderate,0.056,26.0,111.0,0.99-1.00,Highly Acidic,0.52,9%,
451,6.0,0.37,0.32,Low,0.053,31.0,218.5,0.99-1.00,Acidic,0.72,9%,6.0
452,6.1,0.43,0.35,Moderate,0.059,83.0,249.0,0.99-1.00,Acidic,0.5,8%,5.0
453,7.1,0.21,0.27,Moderate,0.056,26.0,111.0,0.99-1.00,Highly Acidic,0.52,9%,5.0
454,7.0,0.25,0.29,High,0.047,40.0,171.0,0.99-1.00,Acidic,0.45,9%,5.0
455,5.9,0.25,0.19,Moderate,0.047,50.0,162.0,0.99-1.00,Acidic,0.38,9%,5.0
456,6.8,0.32,0.21,Low,0.044,15.0,68.0,0.99-1.00,Acidic,0.39,9%,6.0
457,7.2,0.39,0.62,Moderate,0.047,66.0,178.0,0.99-1.00,Acidic,0.5,8%,5.0
458,6.3,0.21,0.58,Moderate,0.081,34.0,126.0,0.99-1.00,Highly Acidic,0.46,8%,5.0
459,7.0,0.14,0.32,Moderate,0.039,54.0,141.0,0.99-1.00,Acidic,0.43,9%,6.0
460,6.8,0.32,0.21,Low,0.044,15.0,68.0,0.99-1.00,Acidic,0.39,9%,6.0
461,7.2,0.39,0.62,Moderate,0.047,66.0,178.0,0.99-1.00,Acidic,0.5,8%,5.0
462,7.2,0.29,0.53,High,0.047,57.3,182.0,0.99-1.00,Acidic,0.52,9%,
463,8.6,0.37,0.7,Moderate,0.039,21.0,158.0,0.99-1.00,Acidic,0.73,9%,6.0
464,6.5,0.38,0.34,Low,0.036,34.0,200.0,0.99-1.00,Acidic,0.76,10%,5.0
465,6.6,0.24,0.29,Low,0.023,19.0,86.0,0.99-1.00,Acidic,0.45,12%,6.0
466,7.0,0.17,0.31,Low,0.034,34.0,138.5,0.99-1.00,Acidic,0.48,9%,7.0
467,5.5,0.16,0.22,Low,0.03,30.0,102.0,0.99-1.00,Acidic,0.36,9%,6.0
468,7.0,0.24,0.51,Moderate,0.029,55.0,227.0,0.99-1.00,Acidic,0.61,9%,5.0
469,7.4,0.28,0.36,Low,0.028,42.0,105.0,<0.99,Highly Acidic,0.39,12%,7.0
470,7.0,0.22,0.28,Low,0.037,29.0,115.0,0.99-1.00,Acidic,0.55,10%,6.0
471,7.1,0.55,0.13,Low,0.073,21.0,165.0,0.99-1.00,Highly Acidic,0.58,9%,6.0
472,6.3,0.22,0.33,Low,0.041,67.0,164.0,0.99-1.00,Acidic,0.56,10%,6.0
473,6.7,0.47,0.34,Moderate,0.043,31.0,172.0,0.99-1.00,Acidic,0.6,9%,
474,5.9,0.36,0.41,Low,0.047,45.0,104.0,0.99-1.00,Acidic,0.51,10%,6.0
475,5.8,0.25,0.24,High,0.044,41.0,137.0,0.99-1.00,Acidic,0.42,9%,5.0
476,6.7,0.47,0.34,Moderate,0.043,31.0,172.0,0.99-1.00,Acidic,0.6,9%,5.0
477,6.2,0.37,0.3,Low,0.346,79.0,200.0,0.99-1.00,Acidic,0.58,9%,5.0
478,6.2,0.18,0.38,Low,0.028,36.0,117.0,0.99-1.00,Acidic,0.54,9%,6.0
479,6.0,0.16,0.37,Low,0.025,43.0,117.0,0.99-1.00,Acidic,0.51,9%,6.0
480,6.6,0.34,0.28,Low,0.035,32.0,90.0,0.99-1.00,Acidic,0.42,10%,6.0
481,7.4,0.29,0.29,Low,0.045,53.0,180.0,0.99-1.00,Acidic,0.68,10%,6.0
482,7.4,0.26,0.31,Moderate,0.047,52.0,177.0,0.99-1.00,Acidic,0.45,8%,
483,7.0,0.28,0.36,,0.035,8.0,70.0,<0.99,Acidic,0.46,12%,6.0
484,7.1,0.23,0.39,Low,0.032,12.0,65.0,<0.99,Acidic,0.4,12%,7.0
485,7.8,0.19,0.26,Moderate,0.039,42.0,182.0,0.99-1.00,Acidic,0.46,9%,6.0
486,6.3,0.19,0.28,Low,0.022,28.0,158.0,0.99-1.00,Acidic,0.64,11%,6.0
487,6.8,0.2,0.38,Low,0.04,27.0,103.0,0.99-1.00,Acidic,0.58,10%,6.0
488,5.7,0.44,0.13,Moderate,0.025,28.0,173.0,0.99-1.00,Acidic,0.48,12%,6.0
489,7.2,0.4,0.62,Moderate,0.04,70.0,189.0,0.99-1.00,Acidic,0.49,8%,4.0
490,6.8,0.23,0.32,Low,0.027,43.0,147.0,0.99-1.00,Acidic,0.54,12%,6.0
491,5.7,0.335,0.34,Low,0.04,13.0,174.0,0.99-1.00,Acidic,0.66,10%,5.0
492,7.2,0.4,0.62,Moderate,0.041,70.0,189.0,0.99-1.00,Acidic,0.49,8%,4.0
493,7.2,0.28,0.54,High,0.045,54.0,200.0,0.99-1.00,Acidic,0.49,9%,6.0
494,6.8,0.19,0.58,High,0.038,51.0,164.0,0.99-1.00,Acidic,0.48,9%,6.0
495,6.4,0.3,0.3,Low,0.038,8.0,210.0,0.99-1.00,Acidic,0.62,9%,6.0
496,6.5,0.3,0.29,Low,0.037,8.0,210.0,0.99-1.00,Acidic,0.62,9%,5.0
497,7.8,0.18,0.31,Moderate,0.053,46.0,140.0,0.99-1.00,Acidic,0.53,8%,6.0
498,7.8,0.18,0.31,Moderate,0.053,46.0,140.0,0.99-1.00,Acidic,0.53,8%,6.0
499,7.3,0.51,0.26,Low,0.09,7.0,135.0,0.99-1.00,Acidic,0.52,8%,
500,6.0,0.24,0.27,Low,0.048,40.0,170.0,0.99-1.00,Acidic,0.54,10%,7.0
501,5.9,0.62,0.28,Low,0.039,55.0,152.0,0.99-1.00,Acidic,0.44,12%,6.0
502,6.0,0.24,0.27,Low,0.048,40.0,170.0,0.99-1.00,Acidic,0.54,10%,7.0
503,6.7,0.27,0.12,Low,0.041,62.0,138.0,0.99-1.00,Acidic,0.42,10%,6.0
504,7.8,0.34,0.35,Low,0.042,8.0,167.0,0.99-1.00,Acidic,0.41,12%,6.0
505,7.3,0.26,0.36,Low,0.04,31.0,141.0,0.99-1.00,Acidic,0.59,11%,6.0
506,7.4,0.36,0.33,Low,0.025,27.0,55.0,0.99-1.00,Acidic,0.33,11%,6.0
507,7.8,0.28,0.32,Moderate,0.036,34.0,115.0,0.99-1.00,Acidic,0.39,10%,7.0
508,6.1,0.31,0.26,Low,0.051,28.0,167.0,0.99-1.00,Acidic,0.47,10%,6.0
509,6.8,0.18,0.37,Low,0.055,47.0,154.0,0.99-1.00,Acidic,0.45,9%,5.0
510,7.4,0.15,0.42,Low,0.045,49.0,154.0,0.99-1.00,Acidic,0.6,10%,6.0
511,5.9,0.13,0.28,Low,0.05,20.0,78.0,0.99-1.00,Acidic,0.64,10%,6.0
512,7.2,0.34,0.34,Moderate,0.048,7.0,41.0,0.99-1.00,Acidic,0.4,11%,
513,7.9,0.19,0.26,Low,0.039,8.0,143.0,0.99-1.00,Acidic,0.74,9%,5.0
514,7.9,0.19,0.26,Low,0.039,8.0,147.2,0.99-1.00,Acidic,0.74,9%,5.0
515,5.8,0.36,0.32,Low,0.033,22.0,96.0,<0.99,Acidic,0.38,11%,6.0
516,5.6,0.35,0.37,Low,0.038,6.0,72.0,0.99-1.00,Acidic,0.34,11%,5.0
517,5.9,0.32,0.39,Low,0.114,24.0,140.0,0.99-1.00,Acidic,0.45,9%,6.0
518,7.2,0.31,0.46,,0.04,3.0,29.0,0.99-1.00,Acidic,0.53,12%,4.0
519,6.1,0.28,0.22,Low,0.034,32.0,116.0,<0.99,Acidic,0.44,12%,6.0
520,5.2,0.36,0.02,Low,0.031,24.0,104.0,<0.99,Acidic,0.35,12%,6.0
521,5.6,0.19,0.47,Low,0.03,19.0,112.0,0.99-1.00,Acidic,0.45,11%,
522,6.4,0.1,0.35,Low,0.048,31.0,103.0,0.99-1.00,Acidic,0.79,9%,6.0
